Mass,enterococcus_faecium_s_1054_-_d1,enterococcus_faecium_s_1065_-_d1,enterococcus_faecium_s_1269_-_d1,enterococcus_faecium_s_142_-_d1,enterococcus_faecium_s_1508_-_d1,enterococcus_faecium_s_1514_-_d1,enterococcus_faecium_s_1604_-_d1,enterococcus_faecium_s_1841_-_d1,enterococcus_faecium_s_1856_-_d1,enterococcus_faecium_s_1963_-_d1,enterococcus_faecium_s_2090_-_d1,enterococcus_faecium_s_2217_-_d1,enterococcus_faecium_s_276_-_d1,enterococcus_faecium_s_491_-_d1,enterococcus_faecium_s_974_-_d1,enterococcus_faecium_s_g-13_-_d1,enterococcus_faecium_s_g-19_-_d1,enterococcus_faecium_s_g-1_-_d1,enterococcus_faecium_s_g-20_-_d1,enterococcus_faecium_s_g-3_-_d1,enterococcus_faecium_vanb_1080_-_d1,enterococcus_faecium_vanb_1095_-_d1,enterococcus_faecium_vanb_1144_-_d1,enterococcus_faecium_vanb_1213_-_d1,enterococcus_faecium_vanb_1303_-_d1,enterococcus_faecium_vanb_1791_-_d1,enterococcus_faecium_vanb_2038_-_d1,enterococcus_faecium_vanb_2043_-_d1,enterococcus_faecium_vanb_2119_-_d1,enterococcus_faecium_vanb_2167_-_d1,enterococcus_faecium_vanb_2446_-_d1,enterococcus_faecium_vanb_2745_-_d1,enterococcus_faecium_vanb_2_-_d1,enterococcus_faecium_vanb_313_-_d1,enterococcus_faecium_vanb_342_-_d1,enterococcus_faecium_vanb_468_-_d1,enterococcus_faecium_vanb_736_-_d1,enterococcus_faecium_vanb_775_-_d1,enterococcus_faecium_vanb_834_-_d1,enterococcus_faecium_vanb_887_-_d1
3562.6102147955,0.0011547112,0.0009051032,0.0012147645,0.0013331602,0.0009457346,0.0012396918,0.0009900156,0.0009034699,0.0007633509,0.0010767431,0.0007677206,0.0011359867,0.0008241633,0.0008699367,0.0009164089,0.0010532714,0.0007888805,0.0008019137,0.0008615619,0.0010461108,0.000880233,0.0005891297,0.0049579496,0.0009989373,0.0009450941,0.0012686044,0.00103528,0.0008144949,0.0010785382,0.0011257043,0.0012582584,0.0008641787,0.0007258023,0.0007729516,0.0009372187,0.0008386422,0.0011688659,0.001103717,0.0020703434,0.0010696365
3586.3462756632,0.0015239721,0.0012698235,0.0017353966,0.0027122888,0.0013306118,0.001293882,0.0017682008,0.0016423144,0.0016096579,0.0021423261,0.0011419946,0.002028571,0.0013640839,0.0012863775,0.0017997143,0.0009622633,0.0013834052,0.0009617496,0.0010673171,0.0009165141,0.0011967868,0.0010171853,0.002657186,0.0008111566,0.0019492847,0.0018798383,0.0012794954,0.0016443187,0.0015650172,0.0014287023,0.0024484275,0.0007479526,0.0008222921,0.0011656666,0.001446719,0.0013076574,0.0015927372,0.0021808182,0.0017064088,0.0015997571
3642.6556352824,0.0297745379,0.0207344563,0.0274962268,0.0454026996,0.0225635483,0.0222285859,0.032436317,0.0350957199,0.0342886491,0.0298231739,0.0216358932,0.0511411627,0.0230099201,0.0202466891,0.0348313616,0.0092977476,0.0060989871,0.0101598308,0.0042441807,0.0137638867,0.0189079579,0.0265840183,0.0083221327,0.010858608,0.0354094219,0.0271001685,0.0148496234,0.0218178841,0.0320329568,0.0139058575,0.0306654666,0.00148957,0.0133844363,0.01524984,0.03225382,0.0236568365,0.0279853348,0.0323873821,0.0080253751,0.0256140007
3643.9170870702,0.0365666168,0.0221569471,0.0393772945,0.0597713472,0.0260764236,0.0225401721,0.0430767505,0.0444006148,0.0357725886,0.05142248,0.0259787916,0.0564175738,0.0264738412,0.0267155921,0.0365179534,0.0094519897,0.0311937404,0.0101269799,0.0248069631,0.0176695943,0.0262110508,0.0275124888,0.0113788916,0.0202841849,0.049784732,0.0341305393,0.0279545365,0.0431850199,0.0341820168,0.0343655959,0.0606179635,0.0105066145,0.0151454952,0.0220056537,0.0445028093,0.0267840529,0.0433950954,0.0469054456,0.0084873621,0.0372571649
3693.4264778937,0.0090228722,0.0049927616,0.0065189549,0.0136464122,0.0058520629,0.0057145706,0.0080618993,0.0085873546,0.0067382681,0.011214134,0.0058735627,0.0107477134,0.0071530111,0.0082504877,0.0077362409,0.0052277964,0.011970718,0.0037807909,0.0083409281,0.007337633,0.0081375822,0.0070239648,0.0115981466,0.0062094638,0.0079352312,0.0115632377,0.0066925994,0.0085418468,0.0083740255,0.0077044722,0.0118186132,0.0056098604,0.0065840197,0.0054147855,0.0090493331,0.0060564575,0.008354341,0.0105133655,0.0031354332,0.0085208858
3697.8369058565,0.002535972,0.001452989,0.002861962,0.0041840328,0.0019380914,0.0018194626,0.0027742846,0.0025810507,0.002201281,0.0033446611,0.0017038966,0.002812005,0.002218661,0.0023603474,0.0028572714,0.0036151031,0.0031689169,0.0015052066,0.0026810273,0.0021524088,0.0022967403,0.0012542507,0.0022390469,0.0023066352,0.0027812565,0.0028222171,0.0031729972,0.0026766319,0.0025635163,0.0026330361,0.0039460946,0.0015802002,0.0014149737,0.0017597681,0.0027900253,0.00209563,0.0026454734,0.0030470596,0.0035106281,0.0025228015
3822.2741405271,0.0046791136,0.0032081124,0.0072298681,0.0036311333,0.0075991313,0.0019301891,0.0039809337,0.0048273535,0.0064712422,0.0053832114,0.0051329198,0.0081537729,0.0030169453,0.003118492,0.0023627625,0.0078303094,0.0063172686,0.0069282653,0.0086924041,0.0059756479,0.0018370208,0.0030909018,0.0038161082,0.000878849,0.0033293097,0.0036947031,0.0016175929,0.0037068406,0.0073384289,0.0017118801,0.005598666,0.0145324283,0.002147546,0.0018245822,0.0037909641,0.0024417485,0.0063669138,0.0048159637,0.0032563456,0.0058674355
3877.3414141743,0.0026549825,0.0020061985,0.0055118192,0.0015414691,0.0023077935,0.0034017646,0.0038582966,0.0035572154,0.0048444125,0.0046436837,0.0040214343,0.0023304871,0.0024277451,0.0053246637,0.0045197564,0.0186019416,0.0056438253,0.0033335168,0.0051292734,0.0027864049,0.002505916,0.0020542903,0.0044447081,0.0052594413,0.004197726,0.0027792269,0.0086394679,0.0028492675,0.00466021,0.0044156941,0.0058729019,0.0007513901,0.0024173859,0.0025294685,0.0043812052,0.0022932783,0.0019645767,0.0022304388,0.0187219145,0.0018338086
4412.413773898,0.0094969528,0.0087579008,0.007143069,0.0084103467,0.0075655036,0.0111766539,0.007925313,0.0068323015,0.008172295,0.0061053912,0.0096262435,0.0055069616,0.0098684659,0.0096556227,0.0095815899,0.0069511663,0.0089994699,0.0109700779,0.0085627599,0.0110614242,0.0117524528,0.0137834472,0.0075208445,0.0107484727,0.008942082,0.0077137507,0.0116712042,0.0080675787,0.0066241778,0.0088984634,0.0065751068,0.0657265651,0.014401911,0.0111363233,0.0071448715,0.0090187981,0.0068777018,0.0083104081,0.0114279135,0.0075480314
4427.9444397481,0.0791131489,0.065634553,0.0622876389,0.0662380545,0.062537914,0.0828803274,0.0691409186,0.0655731025,0.0641097099,0.0584201159,0.077703419,0.0544026046,0.0745358966,0.0734498226,0.0743831232,0.0582180082,0.0627058691,0.0779620362,0.067579029,0.0791261333,0.1015164252,0.0792679525,0.0726280368,0.0964161039,0.0779225346,0.0786623459,0.1001121764,0.0769466855,0.0525960459,0.0846758459,0.0668194793,0.0624310073,0.1073659652,0.0791643324,0.074884958,0.0714635045,0.0638027512,0.0716824245,0.0791191002,0.0626083703
4531.132963398,0.0075205623,0.0042775475,0.0066112893,0.0101380437,0.010265345,0.0072548336,0.0072659635,0.0090661355,0.0084455208,0.0114558716,0.0069368866,0.0119520688,0.0070282543,0.0062606899,0.007705984,0.0069205439,0.0079132583,0.0070332422,0.0074450369,0.0081301881,0.0059686546,0.0102431907,0.0111731213,0.0048859755,0.0075343345,0.0085130861,0.0054321646,0.0107654291,0.0073688361,0.0065585489,0.0092747146,0.0104489229,0.0069860383,0.0045108902,0.0081953493,0.0063457303,0.0105083105,0.0093091921,0.0046781735,0.0081499443
4615.0718878377,0.0021450544,0.0015184107,0.0021146217,0.0023310497,0.0034329206,0.0027354456,0.0022022566,0.0024660421,0.002881578,0.0028999127,0.0020790246,0.0039985752,0.0022163139,0.0019300135,0.0028178988,0.0020720493,0.0024900362,0.0029717006,0.0021696793,0.0026454732,0.0022172141,0.0042187753,0.0033072311,0.0022638029,0.0021534688,0.00273862,0.0021492206,0.004339557,0.0026574282,0.0022113628,0.002416163,0.0025661645,0.0026450031,0.0018628428,0.0016970635,0.0019821627,0.0023004257,0.0023451341,0.00220316,0.0020302084
4618.0337801952,0.0031067647,0.0019592451,0.0027210343,0.004272003,0.0042572197,0.0028233844,0.0028248353,0.0033833433,0.0031666783,0.0051825955,0.0024669483,0.0048506295,0.0028853256,0.0023515626,0.0030290382,0.0028563554,0.003524153,0.0032693258,0.0036398489,0.0035299745,0.0028466066,0.0042138541,0.0046956416,0.0018897838,0.0028733316,0.0037378142,0.0022631904,0.0045852601,0.002948073,0.0026599687,0.0043492393,0.0009364319,0.0026837097,0.0019964779,0.0026581244,0.0025107555,0.0048260988,0.0045090495,0.0021467386,0.0035880138
4765.2453658622,0.001657454,0.0008466973,0.0010325809,0.0018952717,0.0013727057,0.0015019917,0.0014259271,0.0016964171,0.0011449111,0.0035982414,0.001149324,0.0018530179,0.0018051658,0.0017756516,0.0017251228,0.0010580883,0.0015489172,0.0011703847,0.0019737544,0.0018478442,0.0019870474,0.0063241022,0.0027698751,0.0013364285,0.0013084329,0.0020593396,0.0015093183,0.0017418557,0.0015114686,0.0016030119,0.0030975045,0.0259659754,0.0016885402,0.0010683549,0.0012392369,0.0015944953,0.0019761088,0.0030407571,0.0012557253,0.0018322561
4776.5410635805,0.0060028277,0.0024535132,0.0029638732,0.0071845122,0.0052696504,0.004759896,0.0048135356,0.0072974178,0.0039163264,0.0163439701,0.0036150297,0.0085645644,0.0054110227,0.0058448384,0.0057227801,0.0026347399,0.0049623001,0.002605836,0.0065647705,0.0053681337,0.0063867554,0.0141792433,0.0128586463,0.0041310278,0.0050676973,0.0092788729,0.0050174435,0.0081113008,0.005520904,0.0065708237,0.0149357477,0.0057565143,0.0046328161,0.0031741945,0.0055365261,0.0053605511,0.0083412014,0.0119022898,0.00139975,0.006891584
4937.7304237436,0.0013792165,0.0006270278,0.0012866279,0.0014346554,0.0009071806,0.0017125761,0.0013280912,0.001376681,0.001080224,0.0037921861,0.00305761,0.0012551339,0.0012743263,0.0012603495,0.0033171556,0.0008979998,0.0009569883,0.0019356046,0.0046302986,0.0011942348,0.0024069732,0.0023116221,0.0102190145,0.0111498437,0.0043387026,0.0027456132,0.0081290294,0.0008459085,0.0019627624,0.0056277939,0.0074165677,0.001436845,0.0024012171,0.0030827088,0.0013907862,0.001643892,0.0016487632,0.0016799463,0.0019705294,0.0012222048
5043.3611972508,0.0015442042,0.0007714909,0.0009728043,0.0018589305,0.0030626429,0.0016282834,0.0017642621,0.0058236728,0.001927384,0.0023648539,0.0016204658,0.0028803293,0.0021385121,0.0015238208,0.0020741894,0.0024339275,0.0022701962,0.0024779294,0.0026765943,0.0054633915,0.0019273658,0.0028024953,0.0018702692,0.002640171,0.0017634636,0.0016187954,0.0022832632,0.0016126624,0.0011014982,0.0018916292,0.0034261608,0.0010686168,0.0022879205,0.0023701308,0.0014175959,0.0018872271,0.0020595439,0.0020755858,0.0019334136,0.0016966138
5094.9291436358,0.002583839,0.0014799421,0.0005231268,0.0005494029,0.0005650215,0.0004554364,0.000635818,0.0008251521,0.0004755499,0.0268024862,0.0222603615,0.0006304287,0.0005387319,0.0005648763,0.0183260046,0.0008033011,0.0005123372,0.000558352,0.0007647148,0.002059588,0.0206607172,0.0268982794,0.0340361142,0.0471024365,0.0226397069,0.0181946412,0.0354102441,0.000650617,0.0074580561,0.0279770105,0.0354521174,0.0020134283,0.0240765459,0.0363650294,0.017205662,0.0200072442,0.0197547482,0.0212402979,0.0137843425,0.0005248152
5103.2711895465,0.0020998713,0.0011490506,0.0015563203,0.0021308963,0.0014732298,0.0013343002,0.0021117971,0.0027077666,0.0019694071,0.0145280566,0.007137033,0.0029554023,0.0015230981,0.0020916285,0.0050588248,0.0020207662,0.0014442662,0.0010640793,0.0018401687,0.00230281,0.0088251212,0.0180674239,0.0141218763,0.0261214913,0.0094070579,0.0066267167,0.0216703534,0.0039810175,0.0026248125,0.0195960656,0.0223732406,0.0041299646,0.0072431943,0.0156140025,0.006480099,0.0061075669,0.0092264215,0.0094251498,0.0050014871,0.0018923129
5246.1330253826,0.0043370447,0.0028412668,0.0038138169,0.0041179195,0.0041655451,0.0024476988,0.0042251957,0.0052079222,0.0047990446,0.0070396831,0.0043541345,0.0066844623,0.0030354331,0.0032450396,0.0024376639,0.0048467121,0.0041416158,0.00490692,0.0044847205,0.0049787804,0.0024996654,0.0028736931,0.003914857,0.0030887451,0.0024368365,0.0031453839,0.0026976688,0.0034373748,0.006903789,0.0026045141,0.0047771646,0.0075044272,0.0030707694,0.0026177017,0.0034738638,0.0025537075,0.0052018102,0.0046280506,0.0020200693,0.0053518384
5270.1225019517,0.0041772311,0.0034980906,0.0037455841,0.0031376976,0.005545449,0.0041153096,0.0028693495,0.0026273691,0.0045730193,0.0021179951,0.0041171178,0.0033685222,0.0041529765,0.0038093746,0.0031997721,0.0045377685,0.0056951002,0.0062580518,0.0052476006,0.0044902525,0.0036477672,0.0029942963,0.0049665896,0.0031360161,0.0041091141,0.0040890967,0.0030414743,0.0146205744,0.0049185236,0.0031964205,0.0019603222,0.0073565779,0.0042940809,0.0038270589,0.0024105731,0.0040473063,0.0034580992,0.0023582157,0.0051323042,0.0038432741
5353.7436993868,0.0356056464,0.0284699256,0.0328858784,0.0292117419,0.0506793496,0.0326045784,0.0246662999,0.0245928187,0.0363842913,0.0209671336,0.0316595788,0.0295196401,0.0335323144,0.0312467614,0.0270800757,0.0337149574,0.0395466224,0.0467039834,0.0420625493,0.0358324081,0.0362046258,0.0320029861,0.0614684492,0.0154601174,0.0390413031,0.0498667335,0.0316466372,0.0417891993,0.0311742448,0.0264231864,0.0235570238,0.0697835091,0.0324987641,0.0288090472,0.0317345187,0.0340048124,0.0385961224,0.0240415973,0.0366859069,0.0355997685
5409.2850778982,0.0055706086,0.0025884446,0.0035201804,0.0039543947,0.0056008686,0.0043287472,0.0029729395,0.0031855141,0.0039110752,0.0024582272,0.0042066879,0.0039251297,0.0046321438,0.0042349299,0.0033377241,0.004530466,0.0067765498,0.0066329874,0.0059707683,0.005815064,0.004937214,0.0193555344,0.0054521612,0.0020689239,0.0041971467,0.0054234299,0.0037713826,0.0042867592,0.0043500702,0.0032015959,0.0021062264,0.0089676445,0.0041914057,0.0036597148,0.0031242812,0.0041227028,0.0041101323,0.0025699225,0.0060064149,0.0048197125
5417.0218982989,0.0025245357,0.0014915258,0.0028235311,0.0018245503,0.0028577918,0.0024864433,0.0017319585,0.0016045455,0.0022872446,0.0013638511,0.0021919261,0.0069720608,0.0026338036,0.0022524673,0.0020782755,0.0020142936,0.0027021043,0.0036819337,0.0026842344,0.0027919919,0.0024868006,0.0031789967,0.0026772252,0.0153006897,0.002087455,0.0022173684,0.0021454248,0.0105916895,0.0020806529,0.0018763465,0.0011765403,0.0037209621,0.0023656951,0.0021926554,0.0016677609,0.0025373745,0.0020929093,0.0013895083,0.00279397,0.0024233882
5527.5359460131,0.0031083404,0.0024234453,0.0063321192,0.0037604558,0.0026008616,0.0042568912,0.0048009738,0.0035707864,0.0036769024,0.0027972695,0.0041028635,0.0036021472,0.0037194749,0.0029412583,0.0041957155,0.0015678793,0.0024739493,0.002994081,0.0030119538,0.0044353273,0.005620437,0.0038386495,0.0068415691,0.0075744245,0.0032153509,0.0046100903,0.0058868938,0.0053762661,0.0026137919,0.0053575867,0.0048920089,0.0024553396,0.0042723091,0.003581672,0.0032623562,0.0040586327,0.0032452019,0.00393525,0.00236983,0.0035143213
5529.0996192519,0.0009209024,0.0005832871,0.001170637,0.001137037,0.0008897498,0.0008882023,0.0010035783,0.001016585,0.0010642937,0.0011033629,0.0010918456,0.0012581291,0.0010038368,0.0010449904,0.0011240851,0.0007280012,0.0011408866,0.001009008,0.0012078434,0.0011593936,0.0010413187,0.0006205955,0.0012548847,0.0015519217,0.0014493124,0.0007534831,0.0011160152,0.0011388331,0.0013602376,0.0011278375,0.000980005,0.0059985235,0.0010153172,0.0010228481,0.0008181637,0.000989866,0.0011317843,0.0010496669,0.0020530446,0.0013646261
5873.6633961273,0.0009961315,0.0007566962,0.0008983644,0.0003613474,0.000368741,0.0010821137,0.0005549856,0.0003254598,0.0006591511,0.0002250884,0.0006269188,0.0003960395,0.0006796861,0.0008938513,0.000742186,0.0008813725,0.0008381157,0.0010166382,0.0008666664,0.0008600569,0.0009273232,0.0005166666,0.0019227407,0.0007721382,0.0006372228,0.0004962003,0.0008468605,0.0030081344,0.0006459811,0.0005192305,0.0002035213,0.0004793807,0.0005362618,0.0008422225,0.0005749129,0.0007603256,0.0006626261,0.0005892573,0.0016848063,0.0006291087
5892.9971149116,0.0019484236,0.0012747378,0.0019466854,0.0010455188,0.0015196185,0.0021418,0.0015040148,0.0012892008,0.0019126274,0.0005896085,0.0016832623,0.0009878786,0.0017820415,0.001918839,0.0019230553,0.0014892963,0.001829298,0.0026481604,0.0020680969,0.0017195875,0.0017687708,0.0010204789,0.0019166635,0.00123905,0.0013711378,0.0013822704,0.001901262,0.0018156278,0.0015542377,0.0015727973,0.0006257376,0.0015118169,0.0012337823,0.0015807797,0.0012942029,0.0019372123,0.0015637757,0.001026201,0.0024240297,0.0016104638
5948.0256061234,0.0082459834,0.0047920884,0.0056328533,0.0035690028,0.0034540097,0.006753766,0.0060591075,0.0058573798,0.0061862059,0.0076781331,0.0062146727,0.0047408712,0.0058799153,0.009715505,0.0080888251,0.010364251,0.0063985566,0.0053819204,0.0062906483,0.0065419404,0.0083932609,0.0055494537,0.0050894226,0.0057386174,0.0054146618,0.0094922,0.0095441483,0.007378272,0.0092941948,0.0066033131,0.006773304,0.0004189941,0.0052403944,0.0055275687,0.0046413508,0.0066054863,0.0048747494,0.0069866227,0.0054012244,0.0047892832
5998.4222661515,0.008470153,0.0073248762,0.0066761165,0.0056428752,0.0054399793,0.0070279759,0.0066272981,0.0059050775,0.0065402446,0.009290136,0.00731088,0.0051411944,0.0069622224,0.0102842458,0.0078512477,0.0101202571,0.0081308968,0.0084744322,0.0096445704,0.0089252981,0.0090950397,0.005422517,0.0071865409,0.0069486061,0.0058111252,0.0096284814,0.0115828147,0.0089081044,0.0090907373,0.0088978319,0.0086754376,0.0018758133,0.0088519795,0.0074715671,0.0054350094,0.0070314521,0.0063638633,0.0081449709,0.0082570178,0.0069946629
6052.304722926,0.015126675,0.0144145146,0.0107279616,0.0123656308,0.0134681102,0.0142705923,0.0135563004,0.0145180999,0.0126004789,0.0126763879,0.0143864914,0.0114709464,0.0142064657,0.0147647748,0.0149653547,0.0134929836,0.0113500608,0.016012334,0.0144252549,0.0172851956,0.0200311902,0.0137447954,0.0200728182,0.0146105554,0.0136490882,0.0154262351,0.0170379647,0.0138756396,0.0113946822,0.0164366907,0.0114339376,0.0186497129,0.0170752695,0.0155021431,0.013387744,0.0147289024,0.0139382709,0.0150683051,0.0149782826,0.0144427498
6104.7852358146,0.0039623582,0.0029498832,0.0024312265,0.0027043182,0.0027076368,0.0032785252,0.0028478327,0.0023375169,0.0025575284,0.0016513188,0.003046113,0.0018903121,0.0035217255,0.0036698698,0.0037162309,0.0038780976,0.0027419231,0.0040563327,0.0030520096,0.0047350067,0.00467748,0.0024404082,0.0031730168,0.0035738451,0.0026871259,0.0027769101,0.0037731976,0.0045041403,0.0035639439,0.0032623624,0.001653436,0.0199550559,0.0040996352,0.0037868425,0.0024391122,0.0035207203,0.0029195255,0.0029054468,0.0061828752,0.0073766797
6160.7979202273,0.0033360027,0.0031365831,0.0018648791,0.0015622518,0.0016957014,0.0020959282,0.0018645536,0.0015532865,0.0018746803,0.0008223892,0.0020971693,0.0010760129,0.0022154996,0.0021855683,0.0022423217,0.0024053396,0.0020020634,0.00320282,0.002302443,0.0026636421,0.0024044709,0.0008958016,0.0014839775,0.0017845614,0.0016541065,0.0012512733,0.0022055554,0.0013957838,0.0016673109,0.0019600074,0.000833114,0.0029775268,0.0024420296,0.0023643256,0.0016116637,0.0022595602,0.0016386279,0.0014560642,0.0033218684,0.0023507277
6162.4460785586,0.0015914282,0.0012001425,0.0013678469,0.0010413192,0.0013821765,0.0015506615,0.0013618169,0.0010544117,0.0014309862,0.0006597372,0.0014620848,0.0007719065,0.0017000968,0.0015109612,0.0016962402,0.0013966029,0.0014611658,0.002373255,0.0016053296,0.0019828149,0.001678817,0.0017191951,0.0010168188,0.0014075708,0.0011376077,0.0011501586,0.0015590884,0.0010377668,0.0013897741,0.0015629574,0.0008126028,0.0031333301,0.0017523638,0.0015600873,0.000922262,0.0015959406,0.0013372992,0.0010411878,0.0025374684,0.0016792881
6316.9805473803,0.00222717,0.0021817476,0.0015040877,0.0021360329,0.0016038152,0.0021796173,0.0019468788,0.0018684503,0.0020027913,0.0018917534,0.0021563897,0.0016926943,0.0028202367,0.002854236,0.0023634113,0.0020627198,0.0060727685,0.0018848829,0.0039361263,0.002309673,0.0023608595,0.0179035797,0.0017655922,0.0018447349,0.0017304348,0.0018974967,0.0022949866,0.0020766338,0.0021859958,0.0018872346,0.0013738584,0.0022172409,0.0026985483,0.0026112194,0.001584767,0.0027105637,0.0019469246,0.0024467692,0.0018900322,0.002327448
6327.0164525203,0.012637736,0.0117183348,0.0083749569,0.0128051169,0.0095167949,0.0154261542,0.0115187185,0.0130483717,0.0098692546,0.0187763538,0.012807503,0.0120660918,0.0168487421,0.0176515271,0.015517278,0.0095138425,0.0120090022,0.0065899598,0.011245845,0.0155582369,0.0193305381,0.0139095179,0.0212399586,0.018298013,0.0119057455,0.0215447125,0.019356166,0.0190792604,0.0128035476,0.0176621012,0.0144167886,0.0058724788,0.0173267893,0.0152744963,0.0137973658,0.0178588132,0.0130686406,0.0194594748,0.0055362182,0.0116247694
6400.8388786357,0.0049023088,0.004181753,0.0024169377,0.0045473193,0.0044242329,0.0034733769,0.0032874762,0.003661617,0.0038134109,0.0051152778,0.0031869219,0.0035935054,0.0059438137,0.0050696768,0.0035490332,0.0040480041,0.0063887727,0.0051067528,0.004058042,0.0032686233,0.0041318526,0.0048564592,0.0019318885,0.0025987525,0.0029572001,0.0027310576,0.0030930882,0.0067513864,0.004122307,0.0032207343,0.0038623374,0.025236735,0.0058096524,0.004453488,0.0029419992,0.004329436,0.0040962719,0.0053069663,0.0033532308,0.0111628241
6402.5405235503,0.0087864097,0.0058101867,0.0021657777,0.0070851256,0.0064924914,0.0038600815,0.0041333076,0.0043539209,0.0044709509,0.0058304421,0.0041758337,0.0035117123,0.0086409454,0.0092671675,0.0039232981,0.0051363084,0.008450316,0.005490583,0.0068426335,0.00224527,0.00852446,0.0063344111,0.0015987459,0.003115419,0.0046227686,0.0027830296,0.0040484192,0.0068265702,0.0049921046,0.0038593557,0.0021461534,0.0249675697,0.0091798679,0.0084181543,0.0074709417,0.0063441523,0.0061125873,0.0072627956,0.0036737482,0.0268575638
6510.6982400418,0.0277875432,0.026414643,0.022516427,0.0223655006,0.0301627554,0.028040478,0.0221030078,0.0234257493,0.0293200936,0.0180528019,0.0287122427,0.0235334198,0.0258889259,0.028754524,0.0229465244,0.0310565174,0.0296535136,0.0402983943,0.0339968427,0.0285624355,0.0267164745,0.0208281993,0.0244869709,0.0183904344,0.0216207072,0.0230894964,0.0219798137,0.0233232892,0.0245986581,0.0193494936,0.0136181324,0.0025582786,0.0300871722,0.0283025403,0.0255820415,0.0290315158,0.0308136011,0.0208357799,0.0293042712,0.0276875028
6602.679195256,0.0237851898,0.0226023969,0.0043463196,0.0177244463,0.0156741362,0.0163131143,0.0212055602,0.0196179576,0.0219425095,0.0130384695,0.0230117826,0.0169448083,0.0077937149,0.0324470185,0.0198311278,0.030007161,0.0070449942,0.032057312,0.0057529468,0.0047471155,0.0224237341,0.0152116495,0.0080519268,0.0145747257,0.0153992221,0.0137030897,0.0194289468,0.0177822992,0.0209779194,0.0168533971,0.0127493982,0.0010977474,0.0145757017,0.0296112614,0.0244378175,0.0251726756,0.0240275405,0.0231358858,0.0314046446,0.0224794496
6628.3845304686,0.0057787747,0.0049719969,0.0146443089,0.0045718215,0.0044849336,0.0047393305,0.0051543108,0.0044805525,0.0049526027,0.0030579743,0.005250836,0.0036404378,0.0166424439,0.0070111275,0.005660409,0.0065882112,0.003331326,0.0078167859,0.0030874958,0.0031182068,0.0050290355,0.0027119465,0.0019708951,0.0035362241,0.0037228988,0.0030399829,0.005259953,0.0048801743,0.0048577245,0.0048319821,0.0025847831,0.0021338821,0.0044689915,0.0065390507,0.0042462168,0.0058609832,0.0053794052,0.0044048924,0.0101261065,0.0053741423
6659.2516790063,0.0046717298,0.0036006143,0.0054936136,0.003722277,0.0031203668,0.0032619846,0.0037221012,0.0030041182,0.0033162636,0.0029137885,0.0038552989,0.0024514281,0.0048597026,0.0058596325,0.0037227233,0.0051571249,0.0046663787,0.0055051563,0.0047301117,0.013270711,0.0039832172,0.0017372582,0.0018541368,0.0025634526,0.0027198375,0.0020888708,0.0035517419,0.0034887254,0.0036469904,0.0031779137,0.0017396295,0.0166476598,0.0031908574,0.005399324,0.0031418447,0.0044005774,0.0038878604,0.0033334075,0.0077082356,0.0043631437
6685.0292694349,0.0043910047,0.0044645534,0.0047493196,0.0039329026,0.0037431318,0.0048930581,0.0048202454,0.0047764318,0.003880536,0.00647074,0.0046108096,0.0037357831,0.0055762164,0.0066663925,0.0044064353,0.0066604165,0.0164319019,0.0050431615,0.0183798117,0.0087506641,0.0054894141,0.002406123,0.0064840414,0.0044256459,0.0029961036,0.003788374,0.0046840623,0.0106625122,0.0045771953,0.0037903491,0.0040368962,0.0168125949,0.0048852526,0.0055159782,0.0037692159,0.0052047123,0.0040715016,0.0043303118,0.0051334686,0.0045328842
6826.7698245796,0.01360318,0.0161450125,0.0138019881,0.0134409809,0.0183998899,0.0119006154,0.0125628813,0.0122311775,0.0166196104,0.0101930361,0.0158501885,0.0141700539,0.0130683852,0.0130288468,0.0093109862,0.022509241,0.0176611244,0.0239518577,0.0190865545,0.0168701494,0.0095415211,0.0097960715,0.0153641325,0.0059196592,0.0096757477,0.011023125,0.0091496246,0.0154494637,0.0152586549,0.0080726711,0.0073363434,0.0186810799,0.0113302608,0.0124063822,0.0120726441,0.0116913541,0.0155288484,0.0105851408,0.019662767,0.0145050415
6858.0934732479,0.0090249496,0.011053027,0.0071296063,0.007546203,0.0096277344,0.0087155343,0.0076303657,0.006987084,0.0096670003,0.0049423473,0.0102598528,0.0067608294,0.0090736495,0.0094414673,0.0068330736,0.0137481178,0.010793318,0.0161490276,0.0120243123,0.0114702444,0.0073759527,0.0095336708,0.0069047808,0.0046842744,0.0061448245,0.0052550303,0.0062108864,0.0088738256,0.0092273945,0.005359045,0.0038748101,0.0244252611,0.0094673518,0.0098270248,0.0063804264,0.0088246546,0.008666551,0.0065890935,0.01733069,0.009037727
6887.7429713412,0.0235621446,0.0280484019,0.018836204,0.0192479495,0.0252341353,0.0224465714,0.0202324164,0.0212154569,0.0255131339,0.0172532168,0.0258832659,0.0212924612,0.0213398918,0.0229014791,0.0184682574,0.0325622052,0.0248599705,0.037339763,0.0297580937,0.0263057152,0.0209362801,0.0157887082,0.0225093865,0.0146962422,0.0174702054,0.017579847,0.0171646991,0.0209103807,0.0221376903,0.0155200838,0.0135535757,0.0068727168,0.0240964937,0.0234968461,0.0216421107,0.0230929311,0.0264027846,0.0196562684,0.0352336731,0.0231573772
