"Mass","L1a_1","L1a_2","L1a_3","L1a_4","L1a_5","L1a_6","L1a_7","L1a_8","L1b_1","L1b_2","L1b_3","L1b_4","L1b_5","L1b_6","L1b_7","L1b_8","L21a_1","L21a_2","L21a_3","L21a_4","L21a_5","L21a_6","L21b_1","L21b_2","L21b_3","L21b_4","L21b_5","L21b_6","L21b_7","L21b_8"
598.3,0,49.75,0,0.36,0,0,0,0,8.56,0,21.07,0,38.59,0,0,43.35,18.9,12.45,23.31,16.49,13.04,4.4,17.35,10.87,15.09,5.15,8.58,5.12,7.75,5.59
598.88,44.44,56.2,4.75,36.26,21.04,25.93,51.95,92.62,15.15,9.45,11.67,7.07,7.19,31.19,20.83,14.88,71.02,54.4,50.08,51.7,77.76,299.27,41.03,79.2,48.44,42.25,72.59,71.34,33.35,73.19
599.49,236.43,327.85,198.31,152.41,229.35,197.12,162.72,111.74,121.86,132.35,125.97,93.98,146.97,152.55,153.57,196.82,146.5,95.45,123.16,86.38,101.9,107.2,102.9,85.03,139.23,103.94,76.62,116.09,117.99,106.49
600.13,131.11,189.94,145.35,68.32,70.21,121.52,101.69,19.07,72.07,146.86,123.57,118.74,125.91,110.24,61.66,118.69,92.86,96.85,106.84,84.64,83.36,61.88,75.65,80.04,99.42,90.82,65.01,56.39,20.53,94.75
600.7,25.42,8.93,2.4,12.81,13.91,38.27,16.24,25.82,7.24,3.64,8.31,19.18,0,9.9,6.59,5.01,19.89,15.05,8.88,32.38,8.9,18.91,6.44,95.05,12.15,8.2,51.6,7.01,9.46,8.77
601.27,30.28,47.65,17.05,27.65,10.86,23.84,5.07,14.8,22.35,19.09,7.36,31.35,12.67,8.64,26.15,18.01,34.52,26.21,50.08,58.42,54.42,17.73,35.55,0,66.34,49.05,33.16,29.41,52.42,26.81
601.84,22.01,57.33,51.11,21.69,38.26,35.32,16.49,31.72,17.03,26.05,19.7,17.17,9.63,18.91,9.77,32.08,2.51,3.15,1.49,0,3.96,4.88,0,2.63,3.41,0,1.98,3.54,2.2,3.49
602.41,23.11,14.6,9.58,8.83,5.85,14.05,11.28,19.37,11.74,22.72,3.16,22.43,9.03,16.32,17.46,14.8,32.51,30.4,24.61,58.75,41.92,6.77,30.35,36.4,8.86,33.82,35.52,47.85,35.52,28.09
602.99,13.09,14.68,20.33,6.02,14.66,10.43,17.52,11.42,16.6,8.72,8.8,5.1,7.54,18.37,12.1,9.18,12.43,71.33,78.71,33.83,90.2,27.99,53.1,2.79,12.88,32.3,73.69,48.9,7.17,81.82
603.56,0,0.57,4.3,3.31,4.18,2.58,0,6.85,1.58,9.46,10.42,6.13,14.44,22.21,0,4.94,1.78,1.96,0.53,11.21,0,0.49,7.85,66.32,14.9,11.2,9.97,0,6.35,6.79
604.14,47.16,18.6,12.82,6.83,8.27,11.46,17.61,4.63,8.85,12.55,6.74,4.76,15.25,15.24,8.98,18.19,37.39,4.89,12.25,26.02,7.47,8.12,9.82,19.11,31.98,29.15,15.25,29.26,49.09,14.61
604.72,14.73,19.47,1.61,6.9,2.85,24.35,23.6,33.9,6.5,2.86,3.36,4.25,1.32,3.37,6.39,10.29,1.16,0,6.58,2.12,2.84,8.02,5.96,2.14,0,0.56,0,1.36,0.22,9.43
605.29,5.74,6.64,3.82,0.8,2.74,1.8,7.77,1.97,8.36,5.95,11.53,10.49,24.63,12.21,4.71,7.49,12.91,21.67,8.04,27.28,20.53,13.88,7.26,5.43,7.36,17.3,19.38,8.11,14.37,6.52
605.88,19.44,53.74,34.49,24.34,52.17,48.22,55.85,38.66,5.81,27.63,3.97,29.93,25.24,34.02,54.41,31.73,4.77,6.81,3.62,12.77,17.84,58.52,0.81,12.6,18.73,10.83,12.13,14.83,9.24,35.87
606.46,12.16,3.38,4.82,4.27,0.17,11.82,17.08,5.67,9.14,4.7,10.62,7.21,25.73,6.11,11.37,11.67,22.26,10.64,17.05,27.28,9.07,12.62,10.56,24.57,15.19,17.39,9.67,29.1,15.42,8.29
607.03,13.72,15.61,13.81,11.81,9.83,10.1,35.33,58.27,4.95,12.42,6.03,7.75,3.79,9.39,9.36,11.48,5.8,6.86,13.52,8.48,14.43,23.3,16.53,6.41,28.54,13.29,4.44,19.26,10.95,9.79
607.63,538.03,967.88,732.33,0,504.98,472.47,295.07,232.65,298.05,0,310.8,257.57,0.36,448.85,392.2,277.42,7.15,1.87,0,0,0,16.65,10.76,16.24,5.19,1.4,11.11,10.6,2.35,8.22
608.2,0,0,0,423.33,4.24,12.11,13.06,9.38,0,379.64,10.57,2.07,328.66,2.76,0,6.97,10.93,4.15,19.27,39.08,10.49,20.05,10.55,7.88,27.46,12.12,10.88,21.2,50.29,27.51
608.77,118.57,193.71,62.98,90.73,53.13,132.82,134.6,163.14,12.51,37.89,19.27,36.81,29.92,36.18,49.93,29.57,17.64,15.75,13.53,1.27,5.7,20.4,0,7.93,6.27,3.6,4.94,3.52,32.6,3.21
609.42,2.68,0,3.65,0.34,14.36,0,0,0,5.85,6.88,0,2.01,11.01,16.42,13.95,6.88,0,1.61,7.3,41.66,29.71,0,25.37,45.43,15.46,16.67,3.67,10.01,0,22.03
609.99,80.69,31.96,12.36,58.83,30.68,57.77,32.3,25.54,13.91,13.95,10.61,7.25,40.11,26.68,45.98,16.5,55.79,27.72,29.91,73.88,41.76,53.85,10.82,46.88,22.87,7.75,10.28,7.75,10.34,12.88
610.57,0,15.57,14.4,0.85,1.57,3.36,2.8,15.74,5.02,3.82,4.83,5.82,4.51,2.92,0,9.26,0,0.97,0,3.7,3.15,0.31,0,2.82,7.42,0,0.79,2.42,0,2.36
611.15,237.05,152.19,177.16,243.81,128.72,243.99,134.32,127.94,140.79,139.28,149.52,149.16,124.1,122.83,134.93,110.84,176.33,182.5,220.91,261.94,238.86,234.65,230.5,226.43,176.13,245.53,194.29,175.89,175.6,223.11
611.73,4.96,0,0.88,0,0.86,1.19,0,6.33,0,5.56,0.66,1.68,12.62,2.17,0.55,0,3.33,0.29,0.46,2.76,0,0,0,1.17,3.07,0,0.58,0,0.96,0
612.3,65.75,44.06,35.05,55.61,6.37,59.36,19.04,22.9,22.66,14.35,29.54,20.7,31.68,24.26,24.17,40.47,86.14,90.52,113.9,88.8,103.77,90.39,100.07,82.08,113.47,83.38,102.9,76.05,100.31,73.24
612.87,109.33,40.5,9.86,8.37,11.37,61.61,40.61,58.12,18.97,49.3,34.04,27.96,14.81,19.9,38.61,30.63,35.46,8.94,7.14,53.42,50.26,54.3,19.9,38.04,3.04,27.65,21.91,10.7,15.35,9.93
613.5,0,5.35,1.29,0,0,0,2.59,3.44,0,2.19,0,0,1,0,0,1.8,1.53,0,9.43,1.15,0,0,1.35,0.75,20.03,5.31,0,7.95,5.52,0.3
614.08,24.56,8.69,15.36,28.78,29.25,21.23,4.85,14.39,10.05,19.36,17.59,7.35,13.58,9.1,29.33,17.47,166.82,187.03,145.71,196.42,163.06,165.59,164.59,134.98,170.54,131.14,163.44,143.11,139.49,147.24
614.65,37.84,0,0.96,1.74,3.23,9.34,29.94,83.81,3.4,8.17,5.62,2.81,0,4.79,4.96,0,5.46,5.42,9.91,12.28,8.34,57.77,1.29,8.36,6.44,13.1,7.8,8.49,6.95,8.58
615.26,4.15,70.46,48.95,23.65,16.69,7.5,12.09,0,9.03,17.87,5.48,17.5,27.44,26.68,30.78,9.91,60.58,51.73,9.05,37.01,56.29,35.44,30.48,24.65,36.61,53.81,43.48,49.05,42.93,25.81
615.84,25.24,4.45,10.01,23.57,0,9.32,4.97,20.12,2.9,8.02,4.99,14.37,1.75,5.99,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616.41,29.18,36.67,53.29,42.85,71.88,40.87,9.18,27.22,53.71,80.31,85.56,21.1,79.97,76.95,114.89,92.53,615.03,882.2,745.65,773.48,540.38,627.04,542.59,703.8,572.61,735.04,552.08,720.7,485.82,760.04
617,37.87,45.79,43.68,5.71,36.08,35.14,27.78,71.72,19.02,11.06,4.44,9.04,26.97,27.21,28.14,37.35,246.32,251.94,250.09,279.35,282.14,229.75,225.11,220.34,289.11,257.8,191.55,167.43,267.91,217.85
617.7,4.25,5.15,0,3.53,0.5,0,9.38,5.03,0.98,0,0,2.52,0.46,4.52,0,0,0,0,0,0.72,0,6.28,3.74,2.49,0.61,2.85,1.55,4.24,10.47,0
618.33,23.29,31.24,46.38,35.65,6.62,40.69,10.55,9.17,30.5,29.87,37.06,19.67,42.81,26.2,27.01,33.34,301.97,344.31,344.83,408.16,362.17,303.61,358.75,308.43,354.8,339.35,337.54,274.89,366.09,370.7
618.92,130.08,231.83,7.01,108.37,129.6,111.42,24.58,78.3,123.33,4.82,6.52,2.25,3.25,146.29,144.18,109.55,199.17,195.39,122.37,183.1,170.78,101.09,172.27,151.94,176.78,190.03,188.01,145.84,208.19,200.62
619.64,0,8.22,144.46,0,13.89,13.05,62.04,40.2,0,130.66,145.28,98.04,137.32,0,0,5.98,12.49,0.7,0,9.7,8.09,23.13,4.2,5.65,0,7.13,4.88,8.18,7.5,7.6
620.22,59.58,82.83,43.56,14.83,42.57,69.34,35.04,17.26,47.99,73.33,54.7,42.52,84.05,43.79,89.81,57.21,62.85,63.13,103.62,98.14,94.25,49.74,57.34,70.88,94.86,63.2,67.3,77.06,103.53,88.13
620.79,8.28,38.6,7.39,6.07,4.45,9.91,12.27,20.98,6.99,2.78,3.97,3.96,5.73,11.72,7.86,7.48,12.85,6.62,7.55,2.38,21.1,78.63,3.49,20.59,15.49,10.11,7.47,4.24,15.77,11.38
621.39,39.96,50.53,26.08,24.94,2.47,13.03,19.32,19.31,26.66,45.52,13.48,31.07,28.17,28.86,32.61,34.18,16.14,38.38,39.41,16.42,19.91,21.99,55.54,32.88,27.58,7.61,31.25,25.41,17.02,31.42
621.96,16.71,10.87,6.24,9.15,2.92,13.67,9.13,24.37,9.22,4.2,3.76,23.03,8.94,10.7,5.88,9.82,2.22,7.38,6.53,3.1,10.29,8.57,14.16,4.77,0,7.85,6.89,5.4,22.28,5.32
622.6,0,13.86,13.92,0,2.01,3.32,0,2.6,9.81,11.48,0.56,7.35,6.39,9.55,3.05,2.66,5.6,0,1.57,0,2.34,16.23,0,3.21,24.62,2.42,1.54,3.47,0.15,3.6
623.18,17.46,49.05,12.03,13.09,5.53,19.62,27.17,9.37,10.86,4.66,9.62,15.31,8.57,17.6,14.57,5,7.67,11.9,4.34,7.77,17.14,15.27,3.91,6.59,12.67,10.04,6.64,5.99,5.71,7.18
623.84,80.15,99.4,84.18,54.24,58.03,67.76,77.41,50.37,21.83,40.43,48.63,40.87,26,39.93,35.45,51.57,2.7,0.95,2.57,0,0.66,38.06,0,0,0,4.74,5.8,0,0.72,9.26
624.46,3.31,5.11,0.3,4.6,7.94,0,4.21,3.94,0,0.69,14.38,0.86,22.67,1.69,9.29,10.75,35.52,35.13,28.45,44.87,32.06,3.15,29.13,35.32,68.18,10.27,15.32,30.05,40.82,5.76
625.06,7.57,39.82,41.91,16.35,29.73,26.46,32.77,11.96,7.11,12.35,8.83,6.9,14.83,29.58,10.15,15.69,10.02,11.27,11.95,2.08,18.5,22.17,15.13,11.42,5.97,5.5,2.86,28.12,12.79,15.42
625.63,309.06,392.35,413.32,361.5,263.35,403.9,214.34,194.98,180.07,205.74,175.46,174.98,132.57,181.08,176.15,130.16,4.09,3.06,2.35,0.85,1.15,18.34,10.15,0.57,3.61,1.04,1.51,2.37,1.21,3.82
626.2,11.17,4.4,0,0,1.55,0.28,0,6.1,0,0,0,4.5,0.91,1.69,0,2.71,104.55,60.88,69.4,69.17,68.84,45.07,67.85,57.84,13.22,91.75,58.55,59.06,60.96,71.44
626.8,10.53,41.56,33.07,40.42,8.76,24.51,7.93,30.81,23.86,20.42,15.37,22.54,8.58,30.6,11.92,23.68,0,0.38,11.9,2.97,3.08,14.7,1.89,1.1,1.36,0,5.31,2.5,7.71,6.67
627.37,42.77,0,1.68,0,8.68,8.75,0,0,3.92,6.11,6.92,5.46,4.79,9.51,18.26,7.87,62.07,51.69,25.99,21.74,58.28,32.72,32.08,29.96,56.2,62.2,68.51,1.36,59.67,1.75
627.98,13.78,20.89,35.06,11.47,16.2,15.54,18.23,14.47,20.94,10.55,4.79,5.72,10.06,10.18,13.33,5.78,39.49,5.18,26.65,44.44,42.23,30.34,53.53,44.6,8.53,9.71,19.86,7.55,15.65,13.83
628.56,11.18,0.99,9.28,0,5.88,5.64,15.24,14.25,0.7,3.86,8.6,2.16,6.54,0,5.55,3.93,0,0,9.12,0,2.16,2.93,4.36,0.69,4.2,4.29,1.88,8.92,12.54,0
629.14,49.52,7.4,20.22,7.63,5.48,4.25,9.3,9.64,5.17,10.76,6.29,5.79,18.84,3.41,8.27,4.93,6.52,2.96,6.54,25.89,13.33,7.67,18.32,8.03,12.84,8.9,12.82,15.29,5.01,5.04
629.76,110.91,216.81,129.93,112,88.68,71.99,68.22,77.89,58.5,60.62,69.69,50.08,60.27,64.61,94.8,60.29,0,0.64,1.86,0,0,0,0.52,2.59,0,0,0,0,0,1.2
630.33,5.53,6.7,4.83,1,9.69,6.36,3.54,0,3.01,8.47,8.92,9.43,3.4,5.08,3.61,3.97,128.75,105.67,25.31,35.85,111.41,89.18,101.64,74.27,97.15,91.37,84.57,102.66,60.18,64.01
630.92,21.42,20.54,13.62,24.65,12.31,7.84,23.98,14.16,5.35,22.05,4.79,1.74,3.5,5.86,18.26,1.6,34.83,4.15,20.2,22.76,5.58,11.67,4.89,15.85,41.15,15.92,24.44,7.08,0.47,25.96
631.49,0,2.15,3.76,2.72,0,0,0.97,6.46,8.33,0.21,1.89,2.15,6.28,8.84,0,16.27,0,21.21,0,0,0,0,4.48,0,0,0,0,9.66,19.71,0
632.07,22.34,39.43,13.3,48.61,7.58,13.61,21.57,7.92,16.51,15.1,6.32,15.62,36.1,31.58,7.11,22,447.77,525.2,519.14,481.72,501.9,522.13,501,498.42,524.91,457.7,480.1,474.46,525.27,532.02
632.68,4.58,2.15,3.02,3.92,0,0,10.62,16.07,0,0,0,0,0,0.46,3.31,1.89,0,0,0,0,0.4,0.91,0,0,0,3.55,0,0.77,0,1
633.38,126.77,108.83,97.22,109.77,70.81,130.76,50.88,68.3,53.5,79.68,75.77,84.04,81.98,68.07,67.21,98.51,195.57,187.61,228.93,231.53,209.78,283.5,188.1,221.26,254.51,243.28,245.07,206.35,202.59,210.38
634.02,19.41,46.42,72.92,40.4,11.35,38.68,15.16,32.74,12.74,15.87,16.87,11.22,23.66,65.63,26.09,13.47,2838.69,3858.43,4059.03,3652.92,3652.2,3951.38,4144.05,3676.37,4310.78,3582.22,3533.19,3745.01,4623.31,4501.97
634.64,71.88,87.29,98.44,35.49,78.64,83.59,117.11,43.63,67.41,76.11,106.05,24.66,73.34,2.63,36.93,65.64,0,0,0,1.28,6.39,35.41,0,0,0,6.97,0,7.42,0,0
635.21,38.57,30.21,38.36,6.46,22.07,24.26,39.93,10.06,11.75,13.19,10.46,17.08,27.81,39.22,10.67,22.29,801.37,1020.09,1156.75,1081.12,1037.78,1055.75,1134.4,1078.51,1228.8,1026.71,988.65,1041.38,1291.06,1258.43
635.78,8.51,0,5.47,0,4.21,13.34,1.72,8.06,0.91,3.16,7.7,5.15,13.88,0,2.79,7.22,21.17,43.16,60.44,47.59,45.67,74.83,49.5,60.68,53.26,35.91,43.09,45.16,84.43,62.04
636.35,14.89,56.89,13.15,27.44,10.14,21.81,6.45,4.92,6.21,13.13,20.09,9.47,13.29,7.87,3.52,22.97,274.41,355.87,394.2,394.99,370.54,335.24,448.98,389.42,459.81,362.82,354.98,354.1,488.9,473.02
636.93,8.07,17.19,7.89,5.11,7.7,3.93,27.38,17.59,5.79,1.29,14.47,3.91,2.6,32.59,6.55,20.4,88.09,8.3,106.32,79.52,58.07,82.16,76.13,68.08,105.09,41.79,90,98.44,19.35,98.47
637.56,8.56,0,31.58,14.39,6.41,15.25,0,1.68,8.55,17.88,2.29,2.1,3.87,0,12.68,0,0,90.45,0,0,9.3,0,0,0,0,3.45,0,0,104.98,0
638.13,12.87,26.17,5.38,33.36,39.63,27.63,15.69,5.63,10.8,19.55,12.22,13.56,31.78,15.13,15.92,14.9,33.18,82.36,44,26.04,55.71,62.57,43.86,54.57,72.1,37.58,21.14,54.53,95.78,94.55
638.71,0,2.84,5.55,3.83,5.48,3.13,8.56,68.32,7.13,3.83,3.48,4.42,0.88,1.48,2.78,0,1.53,1.15,0,9.88,2.9,5.24,7.13,3.43,0.89,0,0.92,0,10.42,5.22
639.3,18.05,7.71,8.74,0.77,0,8.6,1.13,0,5.56,6.16,5.62,7.3,9.51,9.47,16.66,15.94,18.85,18.36,19.71,12.74,19.65,23.86,17.38,24.82,37.22,28.84,20.87,20.72,32.3,22.41
639.89,6.72,30.16,9.87,0,14.94,21.14,12.53,7.02,5.63,5.6,3,5.26,2.33,4.17,12.96,2.27,0,0,16.43,13.2,37.02,12.34,24.89,7.47,12.51,11.6,21.81,0,11.33,0
640.46,7.09,6,3.33,33.39,2.51,7.75,15.3,4.28,3.44,5.16,9.99,4.7,3.83,6.48,22.55,11.02,29.48,28.7,15.62,6.87,4.5,2.1,13.32,13.39,19.29,3.91,6.29,37.01,7.61,32.79
641.03,16.34,11.49,5.37,7.61,4.6,11.14,13.37,38.12,8.26,1.46,7.85,7.05,3.21,4.33,8.16,2.49,11.1,3.04,6.36,12.13,13.52,58.41,1.29,3.59,15.75,4.7,6.06,17.25,5.76,13.17
641.6,0,19.11,0,0,20.19,31.98,0,37.93,0,11.21,9.39,2.1,11.19,0,0.23,6,7.44,36.54,28.93,47.22,20.96,47.87,15.95,36.15,21.38,24.61,29.67,15.3,33.91,31.46
642.17,31.1,4.33,35.9,26.73,2.37,4.16,38.41,2.66,16.41,15.8,10.1,8.09,8.8,21.43,23.95,12.25,5.96,5.58,4.53,14.24,7.2,4.53,2.94,7.39,15.42,4.75,14.02,7.8,2.46,7.49
642.74,10.32,9.83,13.58,6.45,10.28,6.81,12.35,19.01,6.44,7.85,2.32,3.1,13.54,3.59,34.35,11.41,14.97,4.89,7.83,39.03,27.79,63,32.59,15.77,13.03,40.8,16.72,22.71,18.27,18.01
643.31,12.7,14.16,16.69,3.3,8.34,6.4,19.45,6.67,17.88,9.34,7.93,6.77,16.34,6.11,4.25,1.35,28.53,25,11.32,28.37,13.05,0,20.79,14.65,30.16,19.59,26.75,33.2,39.34,20.53
643.89,14.34,3.9,25.95,3.17,14.63,19.79,9.64,22.58,4.29,31.35,1.17,3.65,6.91,11.41,9.66,2.34,10.57,6.97,3.11,6.92,3.54,3.04,6.79,4.79,13.57,11.28,6.69,12.78,19.55,12.11
644.56,8.06,17.01,0,6.29,0,1.29,11.72,4.3,11.52,1.81,13.54,22.96,10.74,4.69,3.01,13.88,0,12.38,28.73,17.78,18.44,11.26,5.75,3.31,31.78,3.46,5.08,8.13,0.17,21.47
645.13,5.74,23.49,8.43,5.39,12.5,7.81,3.54,16.25,9.57,7.41,7.14,11.36,15.52,8.34,21.16,4.12,35.51,35.73,54.26,42.32,28.85,57.37,23.52,48.26,42.79,39.26,36.63,26.07,33.45,42.72
645.83,16.51,28.27,18.61,6.93,16.11,10.91,20.49,19.42,6.75,8.1,10.82,4.95,7.87,2.06,7.45,7.05,0,0,6.48,0,0,5.03,3.81,0,3.41,0,2.93,2.84,0.27,0
646.4,1.9,23.7,12.62,7.84,17.24,2.11,9.87,8.58,1.25,6.01,9.08,11.39,7.27,10.44,14.74,4.49,19.94,43.09,8.96,12.82,7.18,21.09,7.35,9.64,12.55,9.31,22.28,31.06,6.04,8.49
647.15,274.71,618.09,325.1,224.7,454.54,220.14,197.7,204.39,206.29,155.53,182.63,144.66,145.82,409.54,417.46,224.37,333.15,310.62,370.05,422.57,537.08,64.88,120.44,85.42,213.08,389.96,226.49,307.07,365.28,320.31
647.74,429.96,623.78,451.87,444.91,307.95,552.7,274.22,308.2,199.29,195.45,205.98,200.36,154.59,240.52,295.95,182.67,3.1,5.8,13.16,4.59,15.11,32.21,2.59,16.53,5.23,16.19,11.79,0,5.11,13.28
648.36,32.66,69.51,37.49,22.13,95.04,10.95,66.57,26.01,45.13,37.7,61.19,43.2,48.54,93.69,60.03,39.12,214.01,290.57,261.16,256.41,249.23,69.99,172.49,95.57,260.41,254.42,179.67,260.52,244.5,232.54
648.94,46.85,86.64,144.76,31.21,47.15,39.06,36.87,55.14,23.53,11.57,17.3,33.94,52.54,35.03,34.74,11.51,88.28,34.83,8.02,56.84,62.84,163.56,57.06,34.1,76.03,87.13,78.68,82.44,12.17,81.49
649.74,0,68.26,6.58,6.71,9.58,8.94,27.37,13.6,4.84,0,2.18,6.02,3.9,0,45.76,6.23,0,0,0,0,0,0,0,0,3.14,0,1.37,0,0,0
650.36,40.85,0,13.94,7.12,12.79,9.36,6.85,3,7.32,31.3,47.28,4.24,4.62,57.32,0,11.88,442.03,540.12,508.26,506.82,463.74,339.07,664.54,591.8,740.03,686.61,654.73,752.86,855.8,802.72
650.97,4.18,4.1,3.08,2.24,7.41,0.38,6.15,26.5,4.23,5.28,12.1,19.11,12.37,8.67,17.9,13.66,172.51,204.76,184.47,213.83,190.48,133.08,249.92,194.34,271.07,252.4,225.76,254.6,305.07,270.39
651.54,13.09,11.34,17.04,23.41,19.04,23.58,10.35,11.64,7.17,12.29,6.5,0.29,11.26,12.96,6.23,7.91,5.97,0,3.4,1.96,7.56,0.47,0,0.63,4.69,0,0.52,2.68,0,1.3
652.12,78.31,83.04,18.69,34.65,15.51,14.88,12.73,35.84,8.19,22.55,25.25,30.77,17.2,8.5,15.4,8.59,69.57,38.94,34.73,12.05,9.79,48.73,23.93,66.34,35.78,117.15,28.98,68.12,56.5,84.09
652.72,14.72,4.93,9.27,12.72,4.17,2.96,8.28,25.26,8.93,1.04,7.42,6.08,1.1,3.71,4.48,6.32,3.1,0,0.42,1.41,0,7.78,2.74,1.19,9.49,1.82,1.05,1.61,18.07,3.32
653.29,3.64,24.97,12.48,8.3,21.65,3.83,17.44,3,4.97,13.51,10.65,4.94,3.17,6.1,8.83,8.13,2.75,14.51,6.44,14.32,35.27,10,29.11,17.39,7.68,31.69,17.73,35.25,4.96,22.57
653.87,1.33,5.09,1.35,5.87,1.14,0,7.34,5.97,3.46,0.52,2.05,3.06,0,2.66,1.88,6.95,23.96,0.66,1.4,4.78,18.38,16.88,18.78,2.28,16.74,8.39,10.76,21.43,6.49,0
654.47,16.54,16.9,2.29,4.96,10.19,2.61,3.67,7.01,3.68,4.27,4.53,3.73,8.84,11.72,7.02,5.02,5.35,10.78,8.53,37.52,8.17,0,4.92,23.14,3.89,6.37,1.33,2.27,0,13.33
655.05,21.33,28.03,12.84,37.74,16.14,21.81,9.34,16.2,34.92,14.01,24.52,7.21,5.15,37.93,15.49,26.67,17.44,28.73,37.97,41.06,46.33,76.5,26.58,28.03,23.83,35.9,31.72,39.09,6.46,38.16
655.64,38.87,4.97,0,10.23,0,2.15,0,0,13.64,11.43,3.83,2.99,4.16,0.65,1.1,0,0,0,7.66,1.12,2,0,4.56,1.05,6.42,3.69,0.94,4.49,0.11,1.67
656.22,3.83,32.83,46.63,5.47,37.37,14.07,38.14,72.32,6.97,13.24,9.07,5,5.62,14.4,57.19,21.08,79.26,96.77,97.46,95.93,101.89,58.29,93.21,33.57,129.03,35.28,98.38,84.71,116.27,74.98
656.8,7.8,4.64,6.7,13.26,11.83,0.59,6.67,43.06,0.16,1.81,9.41,19.85,2.97,0,0.99,4.37,6.92,4.36,12.48,0.32,2.91,30.45,3.57,1.83,3.61,1.99,6.58,2.18,1.1,11.92
657.38,2.5,7.64,13.25,2.49,28.7,13.22,7.76,0.38,6.52,5.47,6.15,1.49,16.08,13.82,16.15,8.13,3.92,46.22,7.83,28.77,39.85,20.96,9.92,30.34,19.64,12.04,9.59,34.56,17.13,26.76
657.97,5.62,8.08,7.2,6.63,7.33,0.72,9.84,8.8,3.18,12.16,8.63,6.81,2.56,5.92,14.93,6.28,11.47,4.52,0,7.98,6.32,10.62,0,3.38,3.51,0,12.04,13.85,0,2.51
658.55,10.82,9.78,31.26,16.22,6.17,36.61,5.97,6.3,3.96,1.75,24.51,17.92,4,20.49,12.06,23.68,5.42,55.24,41.6,47.62,19.8,17.96,55.19,43.59,54,54.09,3.41,1.31,59.44,26.96
659.12,20.2,10.54,13.3,7.63,27.38,2.26,3.34,14.19,12.35,8,6.06,9.53,8.96,1.85,4.76,10.27,35.89,7.72,41.07,7.56,5.62,12.76,15.16,28.33,13.87,14.11,22.49,11.56,8.31,13.83
659.72,5.83,0,1.12,5.87,5.63,4.7,14.06,4.38,4.58,1.35,2.22,0,0.37,17.85,17.89,6.95,0,5.24,0,1.13,3.28,7.99,0,1.31,11.59,0,1.09,4.01,10.45,6.89
660.33,16.99,39.58,23.14,23.58,36.76,28.71,8.4,15.15,21.39,22.96,16.87,12.51,38.23,33.92,7.12,34.4,80.4,49.92,58.08,19.25,42.72,16.02,29.65,38.27,58.69,55.11,30.65,37.59,58.99,30.4
660.92,7.61,10.14,7.42,19.96,8.69,6.12,0.33,9.2,2.19,4.19,1.39,0,7.35,2.94,2.01,2.15,1.48,19.87,6.67,5.55,14.68,0,4.4,7.45,13.48,5.96,2,1.59,5.59,5.98
661.5,15.96,0.16,4.06,0,5.22,7.15,22.05,1.77,4.29,5.48,5.86,13.59,2.54,4.91,0.94,6.5,103.8,88.08,158.58,108.58,107.85,78.12,139.71,118.22,104.05,125.08,102.33,73.09,95.25,75.51
662.09,15.07,19.83,17.18,17.22,7.57,22.11,8.61,12.12,7.44,21.43,3.12,7.54,4.87,15.15,5.95,5.48,16.6,72.47,9.36,78.26,12.6,55.44,69.78,10.9,7.93,86.16,61.21,7.25,11.58,42.13
662.67,41.2,3.22,30.98,2.69,50.93,7.68,55.22,15.98,36.25,24.1,22.26,24.77,37.33,5.66,20.13,19.64,6.02,1.52,88.35,0,5.25,1.37,2.24,5.24,4.44,0,5.51,10.5,3.84,3.19
663.28,11.05,13.31,14.38,7.71,18.99,15.55,25.33,1.2,9.66,17.34,5.02,20.48,11.91,16.42,14.28,21.18,27.29,8.9,15.33,69.48,71.46,7.65,13.12,45.45,23.61,23.66,8.68,21.22,17.67,22.25
663.85,85.8,116.59,92.53,78.46,73.65,90.06,69.12,62.89,43.42,37.87,28.09,49.52,19.26,39.04,36,41.06,2.49,0,0,1.57,3.94,13.65,0.93,4.6,6.25,0,7.39,8.05,6.26,7.18
664.45,20.54,5.22,26.11,23.58,20.73,14.79,23.45,8.99,14.09,6.03,9.98,20.75,7.48,8.55,0.41,31.27,11.92,16.81,45.15,39.71,14.02,12.56,22.4,18.53,57.14,29.72,7.73,5.96,13.5,6.13
665.04,23.6,18.44,10.57,13.19,33.02,13.01,19.93,12.4,4.27,9.73,10.8,3.91,20.68,15.81,19,10.92,15.02,7.55,3.79,8.18,17.12,11.31,5.93,4.71,5.56,7.18,6.88,6.08,7.28,29.42
665.65,54.2,89.43,67.85,31.06,93.63,78.36,72.38,20.77,11.11,23.65,32.98,33.43,19.15,35.3,37.53,23.17,2.03,3.69,2.47,3.78,1.92,4.14,5.82,4.33,1.88,3.23,0.97,3.21,13.51,4.11
666.24,6.3,7.4,14.14,7.53,3.25,2.68,1.76,4.69,6.73,5.42,4.19,2.96,7.55,9.09,0.63,2.54,39.49,27.06,37.39,29.91,48.25,5.39,33.33,12.32,54.46,45.12,53.31,70.83,8.22,24.83
666.83,11.8,25.85,6.78,6.91,26.09,14.67,4.4,28.14,6.81,4.98,1.66,3.99,2.58,9.81,0,9.32,4.93,8.69,4.86,6.62,15.9,8.6,17.94,8.13,1.05,18.79,16.77,15.39,6.72,0
