Mass,enterococcus_faecium_s_1054_-_d1,enterococcus_faecium_s_1065_-_d1,enterococcus_faecium_s_1269_-_d1,enterococcus_faecium_s_142_-_d1,enterococcus_faecium_s_1508_-_d1,enterococcus_faecium_s_1514_-_d1,enterococcus_faecium_s_1604_-_d1,enterococcus_faecium_s_1841_-_d1,enterococcus_faecium_s_1856_-_d1,enterococcus_faecium_s_1963_-_d1,enterococcus_faecium_s_2090_-_d1,enterococcus_faecium_s_2217_-_d1,enterococcus_faecium_s_276_-_d1,enterococcus_faecium_s_491_-_d1,enterococcus_faecium_s_974_-_d1,enterococcus_faecium_s_g-13_-_d1,enterococcus_faecium_s_g-19_-_d1,enterococcus_faecium_s_g-1_-_d1,enterococcus_faecium_s_g-20_-_d1,enterococcus_faecium_s_g-3_-_d1,enterococcus_faecium_vana_1281_-_d1,enterococcus_faecium_vana_1575_-_d1,enterococcus_faecium_vana_1686_-_d1,enterococcus_faecium_vana_1906_-_d1,enterococcus_faecium_vana_1999_-_d1,enterococcus_faecium_vana_2087_-_d1,enterococcus_faecium_vana_2110_-_d1,enterococcus_faecium_vana_2690_-_d1,enterococcus_faecium_vana_2691_-_d1,enterococcus_faecium_vana_2799_-_d1,enterococcus_faecium_vana_2800_-_d1,enterococcus_faecium_vana_3249_-_d1,enterococcus_faecium_vana_3718_-_d1,enterococcus_faecium_vana_4021_-_d1,enterococcus_faecium_vana_4100_-_d1,enterococcus_faecium_vana_4179_-_d1,enterococcus_faecium_vana_4807_-_d1,enterococcus_faecium_vana_4903_-_d1,enterococcus_faecium_vana_750_-_d1,enterococcus_faecium_vana_918_-_d1,enterococcus_faecium_vana_979_-_d1,enterococcus_faecium_vanb_1080_-_d1,enterococcus_faecium_vanb_1095_-_d1,enterococcus_faecium_vanb_1144_-_d1,enterococcus_faecium_vanb_1213_-_d1,enterococcus_faecium_vanb_1303_-_d1,enterococcus_faecium_vanb_1791_-_d1,enterococcus_faecium_vanb_2038_-_d1,enterococcus_faecium_vanb_2043_-_d1,enterococcus_faecium_vanb_2119_-_d1,enterococcus_faecium_vanb_2167_-_d1,enterococcus_faecium_vanb_2446_-_d1,enterococcus_faecium_vanb_2_-_d1,enterococcus_faecium_vanb_313_-_d1,enterococcus_faecium_vanb_342_-_d1,enterococcus_faecium_vanb_468_-_d1,enterococcus_faecium_vanb_736_-_d1,enterococcus_faecium_vanb_775_-_d1,enterococcus_faecium_vanb_834_-_d1,enterococcus_faecium_vanb_887_-_d1
3300.0162794393,0,0,0,0.0903799215,0,0,0,0,0,0,0,0.1044595965,0,0,0.0635482893,0,0,0,0,0,0.1300500666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07238145,0,0.0745767394,0,0,0.0919961242,0,0,0.0708372227,0,0.0896172268,0.0910268393,0,0
3413.6614108271,0,0.0496200099,0.0787260299,0.1331914953,0.1174709547,0,0.0719130822,0.082561182,0.0927899004,0.1250029074,0.0575724263,0.1651380639,0,0,0,0,0.0880654693,0,0.0796414486,0,0.244208271,0.0633130346,0.1129255145,0.0911498418,0,0.1439429636,0,0,0,0,0,0.1066238104,0,0.0659361866,0,0,0,0,0,0,0.1426162563,0,0,0.1738479868,0,0.0615753845,0.1082912523,0,0.1115316286,0.1123158981,0,0.0924408305,0,0,0.0708458178,0,0.1129281219,0.0820773442,0,0.0916167333
3443.7442737307,0.1040712483,0.0734566344,0.0948472679,0.1650598857,0.1372181255,0.0761079823,0.1039984425,0.1225013875,0.1262538066,0.1786763793,0.0801648935,0.2133806401,0.0852844638,0.0824779737,0.097960872,0,0.1115602791,0.0828113036,0.1115682027,0.0957878326,0.3106715514,0.0937529715,0.1773854254,0.1440966965,0.1086726654,0.1904326639,0.0875494206,0.1398206239,0.0878166923,0.0697105608,0.0877273266,0.1394653979,0,0.1016667665,0,0.0876306213,0.0879168376,0.0811188037,0.1179970862,0,0.181843785,0.0711835927,0.0909690968,0.2127870772,0,0.0953087741,0.1481413779,0.0616437812,0.1412068903,0.1444012063,0.0755838507,0.1458129668,0.0543364114,0,0.1100378338,0.0848441273,0.1715797253,0.1394645885,0,0.1280962899
3496.0171594856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1022343668,0,0,0,0,0,0,0,0
3516.7598391564,0.0709342172,0.0554045037,0.0675271666,0.1193625814,0,0,0.0788161095,0.0890875292,0.0731457191,0.1359926036,0.0557039334,0.1467257054,0,0,0,0,0,0,0,0,0.2048759453,0,0.1240489102,0.1017449578,0.0870684919,0.1294925823,0,0,0.0686056749,0,0.0703647078,0.1048974227,0,0.0653287628,0,0,0,0.0689366281,0.1008742934,0,0.1309036061,0,0,0.1291372044,0,0,0.0979270913,0,0.0745133136,0.1169686765,0,0.0987416401,0,0,0.0652536554,0,0.0969215779,0.0829891955,0,0
3642.6556352824,0.4622065645,0.3375805289,0.6321847364,0.9023717209,0.4169698332,0.2719604618,0.6230283223,0.6771162737,0.5579901811,0.8802187253,0.3343326704,1.0370381014,0.3551824348,0.3637257533,0.4909440713,0.1623550856,0,0.130317668,0,0.2233092098,0,0.4027347972,0.8868309801,0.6504878404,0.5170609926,0.982726898,0.3596174524,0.6448168809,0.4310260845,0.2432153623,0,0.7285954397,0.1425329861,0,0.2594527297,0.2402875847,0,0,0.3653513758,0.3680275593,0.5900341946,0.2581951713,0.3470821175,0.1566735399,0.2103817107,0.6389003167,0.4338866184,0.2792321322,0.5612330106,0.6498970822,0.4058488648,0.9071900003,0.141064211,0.2779743483,0.5942823561,0.3747934424,0.6801445805,0.6543507125,0.1072732383,0.5950828091
3650.9693543298,0,0,0,0,0,0,0,0,0,0.4457361647,0,0,0,0,0,0,0.4974612568,0,0.3670807859,0,0.9533229927,0,0,0,0,0,0,0,0,0,0.3720250044,0,0,0.3669608902,0,0.1459965754,0.1907326447,0.2748201795,0,0,0,0,0,0,0,0,0.2323113364,0,0,0,0,0,0.076141185,0,0,0,0,0,0,0
3662.267197114,0.1134683945,0.0653224917,0.1097628947,0.1931398352,0,0.0641622692,0.115873413,0.1116087471,0.0927767758,0,0.0636924634,0,0.0840352285,0.0866035553,0.1098745709,0,0,0,0.1174257907,0,0.2037645737,0,0.1942872873,0.1390676863,0.1377979574,0,0,0.1676968844,0.1031714289,0.0640688788,0.107225673,0.1255992751,0,0.0958234218,0,0,0,0,0.0971591566,0,0.1455339105,0.0664743721,0,0,0,0.1285342304,0.095077747,0,0,0.1398330267,0.0875702477,0,0,0.0642847106,0.1117634495,0.0814570157,0.1246252129,0.12707434,0,0.1317561488
3672.1671615374,0.1140502222,0.0760691029,0.1046588867,0.2060207272,0.0935762403,0.0689496628,0.1166009862,0.1309584922,0.1051052653,0.1919567234,0.0755895013,0.1975588021,0.0959673316,0.1123282187,0.1040053242,0,0.1385757909,0,0.1234247991,0.0927333702,0.3176244165,0.1031549455,0.2191627094,0.146561344,0.1301836069,0.2040938762,0,0.1346592602,0.1122931417,0.0793044699,0.1147209196,0.1661475736,0,0.1038279284,0,0.1005074988,0.0890265454,0.1285997793,0.1424002191,0,0.211594157,0.0801602514,0.0886103978,0.1596924146,0.0644027662,0.1018348701,0.1469983839,0.0668510025,0.1110099388,0.1592139736,0.0909878383,0.1768737702,0.0613231548,0.0683993073,0.1208431354,0.0847489575,0.1309401375,0.1466658743,0,0.1360981885
3679.3969373645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1909026734,0,0.1233923133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3684.9153701706,0,0,0,0.1095977416,0,0,0,0,0,0.1122348082,0,0.1038389231,0,0,0.067356436,0,0,0,0,0,0.2013814304,0.0651097911,0.116425224,0.0799236315,0,0.1086471575,0,0,0,0,0,0,0,0.0620733354,0,0,0,0,0.0927502254,0,0,0,0,0,0,0,0.0771728373,0,0,0,0,0,0,0,0,0,0,0,0,0
3841.2278701649,0,0.0488784074,0.1160722768,0,0.1215123882,0,0,0.0736178906,0.1009401254,0,0.0660578374,0.1498783558,0,0,0,0.1344997811,0.1007444557,0.0888671672,0.1286257615,0.0755205346,0,0,0,0.1013975803,0.0883646421,0.1497029734,0,0,0,0,0,0.0948122061,0.1084507962,0.1173774404,0,0,0,0,0,0.1145952379,0.1384774586,0,0,0,0,0,0,0,0,0.1395243456,0,0.0837879319,0,0,0,0,0.0997905836,0,0,0.0937164701
3881.7056461088,0,0,0,0,0,0,0,0,0.0755644117,0,0,0,0,0.0724938946,0,0.319522123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580936552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0862978734,0,0,0,0.0878920639,0,0,0,0,0,0,0.2366295179,0
3896.2708588926,0,0,0.0884897757,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0900047382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3905.1862860856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759003712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4295.2746968892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1356256784,0,0,0,0,0,0,0,0,0,0,0
4364.6362739294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1738842342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4387.8170097106,0,0.0474811335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4397.1065432721,0,0.0596050142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511003711,0,0,0,0,0,0.0506814107,0,0,0,0,0.061068978,0.0612117296,0,0,0,0,0,0
4412.413773898,0.1200426595,0.1334343017,0,0,0.1203465549,0.1265363369,0.1146255093,0.1041936588,0.1204325305,0,0.1238844264,0.1012260658,0.132398836,0.1314587614,0.1196370947,0.11835792,0.1435187815,0,0,0,0,0.1357599807,0.1319083681,0,0.1351728518,0,0,0,0,0,0,0,0.0980400512,0,0,0,0,0,0.1360327532,0.1335002543,0.1297413935,0,0.1155836958,0,0,0.1147560461,0.0980615387,0,0,0.1259444073,0,0,0.1341385133,0.1406734947,0,0.1262014524,0,0,0.1444393766,0.1205594608
4417.5358693467,0,0,0.1146787562,0.1269715232,0,0,0,0,0,0.1045083713,0,0,0,0,0,0.1193989036,0,0.1370964319,0.1267073533,0.1397948277,0,0,0,0.1284911078,0,0.1297307568,0.138266626,0.123300008,0.1278128532,0.118195195,0.133491948,0.1132573424,0,0.1175867261,0.1304194371,0.125873699,0.1356467292,0.1348795295,0,0,0,0.1157689778,0,0.1035529097,0.1114800565,0,0,0.1165812657,0.104846345,0,0.1050885679,0.0984010488,0,0,0.0954113041,0,0.1077963198,0.1159336912,0.1439953914,0
4427.9444397481,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4442.144830696,0.0906719575,0.0917201376,0,0.1133279395,0.1203686135,0.1267203218,0.1040630866,0.101521438,0.1006107372,0.1070831472,0.0908811738,0.1091582884,0.1228752757,0.097341835,0.1394003923,0,0.1128382164,0.1081491888,0.0882596279,0.1097959933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1018098353,0.1080223029,0.0919264843,0.0940149722,0.099370252,0.1120027033,0.0970052638,0.1128131748,0,0,0.0991085008,0.1022653342,0.0938230919,0.0948426625,0.1045599273,0.1006396269,0.1002676351,0.1143218689,0.0940955116
4448.6426135452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703090042,0,0.0700572496,0.1044159772,0,0,0.1023318565,0.0947119816,0.0849785523,0.1275849194,0,0,0,0.0754334667,0,0.0862391138,0.0791525858,0.0922343322,0,0,0,0,0,0,0.080765167,0,0,0,0,0.1073481137,0,0,0,0,0,0,0,0.1227913808,0
4465.3296546766,0.1365258807,0.0859694837,0,0.1267616621,0.1017921679,0.112061466,0.1061214014,0.0894291262,0.0851325391,0,0.0929654537,0,0.1182014178,0.1179316494,0.106561258,0.1187482744,0.0953069574,0.1074248029,0.0988198444,0.1404844364,0,0.098264741,0,0,0.1392672362,0,0.1068278634,0,0,0,0,0,0,0,0,0,0,0,0.1260010865,0.1021077886,0.136614566,0,0.1080764315,0,0,0,0.0991268419,0,0,0.1271801959,0,0,0.1092370919,0.1079898694,0,0.1028321064,0,0,0.1539223411,0
4470.4824449409,0,0,0.0924577861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1236099238,0.1104799265,0,0.0945219238,0,0.1669552571,0.1255848174,0.1166258392,0.143275475,0.0924870994,0.098876107,0.1259393067,0.0994510863,0.1074154715,0.108312875,0.1104568918,0,0,0,0.1124145823,0,0,0.0998536299,0.09455586,0,0.1010858272,0.0745652774,0,0.1063387263,0.0908480503,0,0,0.096509544,0,0.0976082387,0.0981195765,0,0.1135642158
4490.3406759977,0.074737101,0.0651721891,0.0714629414,0,0,0.0667498977,0.0761286931,0.08463981,0.0735476842,0,0.0652952417,0.1092736581,0,0.0774649621,0.0669531263,0.1188729077,0,0,0,0.0854901312,0,0.0791965602,0.107305622,0,0.0856523796,0,0,0,0,0,0,0,0,0,0,0.0737159605,0,0,0.0955639455,0,0,0.0560162119,0,0,0,0,0,0,0,0,0,0,0.0650675317,0,0,0,0,0,0,0
4495.5079113872,0,0,0,0.0802166024,0,0,0,0,0,0.1156519066,0,0,0,0,0,0,0,0,0,0,0.1222609186,0,0,0.0777850756,0,0.1037286188,0,0,0.0770250284,0.0576257808,0.0789269816,0.1010090191,0,0.0680810254,0,0,0,0.0716348888,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0748616255,0,0,0,0,0,0,0,0
4511.1843939465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4529.7666233338,0.0950608387,0.0562555962,0.1061412727,0.1530546714,0.1641459456,0.0875338432,0.1050891958,0.1382599741,0.1317354393,0.1960946398,0.0892738917,0.2196966287,0.0942935496,0.0852376444,0.103598554,0,0.1261964535,0.0902136805,0.1101678584,0.1027497206,0.2617971783,0.0988568808,0.1890121346,0.146298546,0.1115697851,0.2010278269,0.0899780961,0.1182547073,0.0820658849,0.0590383723,0.0852523121,0.13802194,0,0.1187358508,0,0,0.0812553699,0.0618903293,0.0992132273,0,0.1893141236,0.0587949645,0.1292223454,0.1538403317,0,0.0966900593,0.1082231406,0.0542607785,0.1399076393,0.1401024733,0.0774547782,0.1388025566,0.0598407229,0,0.1094391918,0.088796797,0.164699959,0.1298671491,0,0.1301733974
4621.6858437957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1186937345,0,0,0,0,0.0825110214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4768.6963716542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797813246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4776.5410635805,0.0758764855,0,0,0.1084650247,0,0,0.0696192026,0.1112867545,0,0.2797661364,0,0.157429308,0,0.0795759356,0.0769365395,0,0,0,0.0829002272,0,0.3382941189,0.0787224452,0.1512725462,0.1155800496,0.0843736473,0.1962701607,0,0,0.0669881676,0,0,0.1125459926,0,0.0734103709,0,0.0752018924,0.0879279956,0.1069932406,0,0,0.117732882,0.0629135176,0.1788773751,0.1770479671,0,0.0650350679,0.1179582525,0.0501182144,0.1054145578,0,0.0775997404,0.2235238559,0,0,0.0739337543,0.0750110297,0.1307341964,0.1660419531,0,0.1100744826
4794.8038414881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0744716102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4830.2029833264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1059723434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4844.8282370686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6201274542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4870.8834401057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0977618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4883.9373229904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0916708729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4937.7304237436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1002029267,0,0.1610761236,0,0,0,0,0,0.1407034388,0.1156429601,0,0,0.0811992074,0,0,0,0.1109940967,0,0,0,0,0,0,0,0
5038.3847105206,0,0,0,0,0,0,0,0.0888119149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5080.4302965317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0753112253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5093.2615556386,0,0,0,0,0,0,0,0,0,0.458788652,0.2864785325,0,0,0,0.2463731527,0,0,0,0,0,0.1728093764,0,0,0,0,0,0,0,0.1646870416,0,0,0.1659318363,0,0,0.1088642466,0.6028511795,0.1938527947,0.7615088617,0.3876164107,0.2000307294,0.2217382914,0.2035209291,0.3393335966,0.4686360211,0.488532876,0.2905412022,0.231300516,0.3537056666,0,0.141798798,0.3304013109,0.530565604,0.2242474681,0.4593612839,0.2297612566,0.2799644979,0.3096222009,0.2963110983,0.1742226905,0
5117.1340942941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0849080615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5133.3592172232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1057449775,0,0.1247315047,0,0,0,0,0,0,0.0735902224,0,0,0.0564300996,0,0,0,0,0,0.081377519,0,0,0,0,0,0
5246.1330253826,0,0,0,0,0,0,0,0.0794216224,0.0748567508,0,0.0560353019,0.1228702621,0,0,0,0,0,0,0,0,0,0.064733206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1055364076,0,0,0,0,0,0,0,0,0.1312606078,0,0,0,0,0,0,0,0,0,0
5251.7193103507,0,0,0.0612291128,0,0,0,0,0,0,0.1205010122,0,0,0,0,0,0,0,0,0,0,0,0,0.1129425126,0.0723572938,0,0.1173160585,0,0,0,0,0,0.1163213885,0,0.0645898704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085481196
5307.2354554223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1900091515,0,0,0,0,0,0,0,0,0,0,0
5312.2763466748,0,0.0540203537,0.0621209521,0,0.0949203706,0,0,0,0.0722020043,0,0.0561485741,0,0,0,0,0,0.0933548786,0,0.0843356028,0,0,0.0647480874,0,0,0.0808976037,0.1072176105,0.0874274026,0,0,0,0,0,0,0.0603580654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5324.5461097208,0,0.0518090064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0844720186,0.0739910813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5338.3665639716,0,0.0836070431,0,0,0,0.0724515064,0,0,0.1016318192,0,0.0781332534,0,0,0,0.0618562387,0,0.1375708401,0.1341765453,0,0,0,0.0913059589,0,0,0.1244947329,0,0.1268338047,0,0,0,0,0.1077010338,0,0,0,0,0,0,0,0.1359488055,0,0,0.0752203244,0,0,0.0860902148,0.0910180563,0,0,0.1167853892,0,0,0,0,0,0.0903646623,0,0,0,0.1048246034
5343.3839923749,0.0804137735,0,0.0886274664,0.0786617487,0.1421823709,0,0,0,0,0,0,0,0.0906331577,0.0850226026,0,0,0,0,0.1212660235,0.0982570491,0.134676083,0,0,0.0900841869,0,0.1538973012,0,0.1193141079,0.0725319659,0.07167813,0,0,0.1095054099,0.0887409829,0.0747561831,0.0854739023,0.0788609197,0,0,0,0,0.0635432248,0,0.1248164875,0,0,0,0.0547907516,0.094690626,0,0,0,0.0624584204,0.0789104854,0,0,0.095719711,0,0.1014157924,0
5353.7436993868,0.4500597799,0.4337642953,0,0,0.8103779998,0.3933934563,0.3567540094,0.3750443065,0.567531679,0,0.4074412579,0.5426144634,0.4498814125,0,0.3640620957,0.579115612,0.630668596,0.5990605895,0.622420148,0,0,0.4276273842,0,0,0.5870848925,0,0.5690895841,0,0,0,0,0,0,0,0,0,0,0,0.3612203533,0.6341206941,0.3622030645,0,0.4037317112,0,0,0,0.6339339737,0,0,0.5927108058,0,0,0.3026914907,0,0,0.4758346607,0,0,0.4636795256,0
5358.7672764581,0,0,0.5279679725,0.4410114719,0,0,0,0,0,0.3589026355,0,0,0,0.4254164313,0,0,0,0,0,0.4528517523,0.919481235,0,0.4632439903,0.4516817882,0,0.7775427384,0,0.6387666796,0.3588712645,0.419124559,0.2722117156,0.6234829878,0.5831898263,0.4657839074,0.3667753377,0.4432894654,0.3712666319,0.2578478677,0,0,0,0.3566381081,0,0.8463460104,0.160347875,0.5010271207,0,0.3161117689,0.5430929095,0,0.3120510478,0.3525472525,0,0.3639144845,0.4237769448,0,0.6049288114,0.3353904033,0,0.5686103678
5367.6020891233,0,0.0468647005,0,0,0,0,0,0,0.069948474,0,0,0,0,0,0.0623470299,0,0.0937929553,0.0863176827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078573215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5373.8301528393,0,0,0,0,0.1167419795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1137574562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0999050009,0,0.0616869276,0.0919713956,0,0.085363575,0,0,0,0,0,0,0,0,0,0,0
5381.4784486412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1080688281,0.0866439737,0.0883523833,0,0,0,0,0,0.0778175975,0.0948365248,0,0,0,0,0,0,0.1099104254,0,0,0,0,0,0,0.1474588579,0.2396823108,0,0.2481385586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5392.2835964037,0.0704131827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821019035,0.0761807301,0.0734910677,0,0,0,0,0.0939191857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5397.3225108161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0854447388,0,0.1136137119,0,0.0573566593,0,0,0,0.0690017011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5465.1708882715,0,0,0,0,0,0,0,0,0,0,0,0.1281567463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1390703028,0,0,0.1444163894,0,0,0.1046162112,0,0,0,0,0,0,0,0,0,0.1586943369,0,0,0,0.1376497167,0,0,0,0,0,0,0,0,0,0,0
5474.8488121856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0834872682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5505.6136845299,0,0,0.1016593224,0,0,0,0.0694375184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577722086,0,0,0.0700608292,0,0,0,0,0.0553648043,0,0.09420011,0.0785597447,0,0,0.0588029751,0,0,0,0.0732123167,0,0,0,0,0,0,0,0
5933.4563410225,0,0.0618399736,0,0,0,0.0716214883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752514413,0.0830594113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5946.4034588134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085586425,0,0.0930858054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5972.3844510849,0.1070637832,0.0730116707,0.0937227146,0,0,0.0814881676,0.0893192484,0.0900533493,0.0964940551,0,0.0801148305,0,0.0796090676,0.1400172989,0.1087454355,0.1780248303,0.1020407922,0,0.0840406171,0.0865820489,0,0.0905768253,0.15008295,0,0.1452947898,0,0.1214142046,0,0,0,0,0,0,0,0,0.2409816344,0,0,0.1161565913,0.124668414,0,0.0895918043,0.0700087936,0,0,0.0745756696,0.1224026726,0,0,0.176709003,0,0,0,0.0759993318,0,0.0927567012,0,0,0,0
